time,open,high,low,close,PSAR,Long Start,Buy Label,Short Start,Sell Label,,Volume,Volume MA,PSAR,Long Start,Buy Label,Short Start,Sell Label,,PSAR,Long Start,Buy Label,Short Start,Sell Label,,ADX,RSI
1590764400,22565,22567,22525,22525,NaN,NaN,NaN,NaN,NaN,NaN,4,3.55,22567,NaN,NaN,22567,22567,22545.5,22567,NaN,NaN,22567,22567,22545.5,24.693598126355294,41.18333712234845
1590764700,22539,22540,22520,22520,NaN,NaN,NaN,NaN,NaN,NaN,5,3.6,22567,NaN,NaN,NaN,NaN,22529.75,22567,NaN,NaN,NaN,NaN,22529.75,24.909207583815142,40.55033879864898
1590765000,22555,22555,22555,22555,NaN,NaN,NaN,NaN,NaN,NaN,1,3.4,22567,NaN,NaN,NaN,NaN,22555,22567,NaN,NaN,NaN,NaN,22555,24.62721803646104,46.72339575730048
1590765300,22560,22560,22560,22560,NaN,NaN,NaN,NaN,NaN,NaN,1,3.25,22520,22520,22520,NaN,NaN,22560,22520,22520,22520,NaN,NaN,22560,24.2044765324885,47.561100762485886
1590765600,22560,22567,22560,22567,NaN,NaN,NaN,NaN,NaN,NaN,3,3,22528,NaN,NaN,NaN,NaN,22563.5,22528,NaN,NaN,NaN,NaN,22563.5,23.580370622030337,48.77545502822318
1590766200,22525,22527,22483,22483,NaN,NaN,NaN,NaN,NaN,NaN,17,3.45,22567,NaN,NaN,22567,22567,22504.5,22567,NaN,NaN,22567,22567,22504.5,24.476746357151743,37.54076919432988
1590766500,22512,22535,22512,22535,NaN,NaN,NaN,NaN,NaN,NaN,3,3.4,22567,NaN,NaN,NaN,NaN,22523.5,22567,NaN,NaN,NaN,NaN,22523.5,25.05024418821978,45.855076759542996
1590767100,22510,22510,22510,22510,NaN,NaN,NaN,NaN,NaN,NaN,2,3.3,22550.2,NaN,NaN,NaN,NaN,22510,22550.2,NaN,NaN,NaN,NaN,22510,25.617085256402028,42.89847611093059
1590767400,22535,22535,22535,22535,NaN,NaN,NaN,NaN,NaN,NaN,1,3.3,22536.760000000002,NaN,NaN,NaN,NaN,22535,22536.760000000002,NaN,NaN,NaN,NaN,22535,25.31302925099737,46.605987431810654
1590768900,22520,22520,22510,22510,NaN,NaN,NaN,NaN,NaN,NaN,4,3.45,22535,NaN,NaN,NaN,NaN,22515,22535,NaN,NaN,NaN,NaN,22515,25.514014352078146,43.560136119389526
