time,open,high,low,close,Volume,Volume MA,ParabolicSAR,ATR
1546218900,25750,25835,25750,25800,7,NaN,NaN,NaN
1546219200,25760,25775,25760,25760,6,NaN,25835,NaN
1546219500,25769,25781,25768,25770,4,NaN,25835,NaN
1546219800,25745,25745,25720,25724,11,NaN,25827.5,NaN
1546220100,25710,25730,25706,25730,6,NaN,25814.6,NaN
1546220400,25729,25735,25700,25735,12,NaN,25799.395999999997,NaN
1546220700,25742,25759,25742,25759,4,NaN,25783.492639999997,NaN
1546221000,25762,25762,25728,25728,2,NaN,25770.1338176,NaN
1546221300,25780,25795,25764,25764,15,NaN,25700,NaN
1546221600,25781,25813,25780,25813,10,NaN,25709.5,NaN
1546221900,25806,25806,25778,25778,2,NaN,25721.92,NaN
1546222200,25796,25802,25796,25802,3,NaN,25732.849599999998,NaN
1546222500,25794,25794,25772,25772,4,NaN,25742.467647999998,NaN
1546223100,25782,25809,25782,25809,4,NaN,25750.93153024,39.642857142857146
1546223400,25821,25822,25813,25813,6,NaN,25758.3797466112,37.73979591836735
1546223700,25797,25806,25797,25800,5,NaN,25767.28658208563,36.186953352769684
1546224000,25816,25840,25816,25840,4,NaN,25774.946460593645,36.45931382757185
1546224300,25824,25853,25824,25853,4,NaN,25785.355026898662,35.926505697031004
1546224600,25860,25868,25855,25868,4,NaN,25797.531122056902,34.43175529010022
1546224900,25871,25883,25864,25864,13,6.3,25811.62489764552,33.32948705509306
1546225200,25854,25874,25852,25870,9,6.4,25825.899918116418,32.520237979729266
1546225500,25867,25867,25867,25867,2,6.2,25837.319934493134,30.41164955260575
1546225800,25894,25900,25890,25897,5,6.25,25846.455947594506,30.596531727419624
1546226100,25914,25928,25896,25897,13,6.35,25857.164758075603,30.696779461175364
1546226400,25899,25920,25899,25909,4,6.25,25871.331806460483,30.147009499662836
1546226700,25895,25896,25881,25896,7,6,25928,29.99365167825835
1546227000,25880,25880,25876,25876,5,6.05,25923.3,29.279819415525612
1546227300,25880,25880,25841,25843,13,6.6,25917.624,29.974118028702353
1546227600,25848,25857,25848,25848,10,6.35,25906.89664,28.833109598080757
1546227900,25840,25852,25832,25845,8,6.25,25897.6711104,28.202173198217846
1546228200,25837,25850,25837,25840,15,6.9,25887.163732736,27.116303684059428
1546228500,25843,25851,25842,25844,14,7.45,25878.33753549824,25.96513913519804
1546228800,25856,25920,25856,25920,4,7.45,25832,29.53905776839818
1546229100,25880,25887,25865,25887,5,7.5,25840.8,31.35769649922688
1546229400,25925,25945,25872,25873,15,7.95,25848.72,34.3321467492821
1546229700,25871,25871,25869,25869,2,7.8,25860.2736,32.1655648386191
1546230000,25858,25858,25858,25858,1,7.65,25945,30.65373877871773
1546230300,25850,25852,25820,25820,6,7.75,25936.3,31.178471723095036
1546391700,25802,25802,25689,25689,35,9.3,25922.344,38.308580885731104
1546392000,25700,25712,25698,25712,7,9,25889.67584,37.2151108224646
1546392300,25712,25731,25712,25723,10,9.05,25861.5812224,35.91403147800285
1546392600,25736,25736,25697,25710,16,9.75,25837.419851264,36.13445780100265
1546392900,25710,25710,25610,25610,29,10.95,25816.64107208704,40.69628224378817
1546393200,25600,25606,25554,25554,22,11.4,25783.578500553114,41.78940494066045
1546393500,25550,25550,25475,25475,20,12.2,25742.254370453553,44.44730458775613
1546393800,25500,25500,25367,25367,30,13.35,25688.80349636284,50.77249711720212
1546394100,25340,25340,25075,25223,50,15.6,25624.442797090273,68.00303303740198
1546394400,25215,25300,25167,25274,30,16.45,25514.55423767222,72.6456735347304
1546394700,25258,25267,25182,25190,25,17.2,25426.643390137775,74.02812542510681
1546395000,25201,25220,25150,25190,28,18.2,25356.31471211022,73.74040218045631
1546395300,25160,25160,25110,25110,10,17.95,25300.051769688176,74.18751631042372
1546395600,25137,25148,25110,25117,13,17.9,25255.04141575054,71.60269371682202
1546395900,25100,25175,25090,25150,27,19.05,25219.03313260043,72.55964416562044
1546396200,25146,25162,25118,25118,12,19.4,25190.226506080344,70.51966958236184
1546396500,25106,25106,25024,25054,25,19.9,25175,72.19683604076457
1546396800,25048,25090,25041,25079,17,20.65,25162,70.53991918070996
1546397100,25100,25100,25069,25093,8,21,25134.4,67.71563923923068
1546397400,25094,25170,25094,25170,5,20.95,25024,68.37880786499991
1546397700,25158,25158,25138,25138,2,19.3,25038.6,65.78032158892849
1546398000,25125,25125,25100,25100,2,19.05,25051.739999999998,63.796012904005025
1546398300,25089,25089,25050,25050,10,19.05,25170,62.81058341086181
1546398600,25080,25108,25080,25108,4,18.45,25158,62.46697031008597
1546398900,25120,25120,25113,25113,2,17.1,25147.2,58.862186716508404
1546399200,25121,25121,25121,25121,2,16.1,25137.48,55.22917337961495
1546399500,25120,25120,25117,25117,5,15.35,25128.732,51.56994670964245
1546399800,25120,25120,25107,25108,9,14.3,25121,48.814950516096566
1546400100,25132,25145,25132,25145,8,12.2,25050,47.97102547923253
1546400400,25140,25152,25140,25152,4,10.9,25059.5,45.40166651643021
1546400700,25147,25147,25129,25132,4,9.85,25070.6,43.80154747954234
1546401000,25132,25152,25132,25152,4,8.65,25080.368,42.10143694528932
