time,open,high,low,close,PSAR,Long Start,Buy Label,Short Start,Sell Label,,Volume,Volume MA,PSAR,Long Start,Buy Label,Short Start,Sell Label,,PSAR,Long Start,Buy Label,Short Start,Sell Label,,ADX,RSI
1584971400,21651,21660,21651,21660,NaN,NaN,NaN,NaN,NaN,NaN,7,5.65,21460,21460,21460,NaN,NaN,21655.5,21460,21460,21460,NaN,NaN,21655.5,23.366596140867337,50.253534430917775
1584971700,21700,21730,21700,21700,NaN,NaN,NaN,NaN,NaN,NaN,5,5.15,21500,NaN,NaN,NaN,NaN,21707.5,21500,NaN,NaN,NaN,NaN,21707.5,22.161999564450547,52.188350205833146
1584972000,21700,21700,21610,21610,NaN,NaN,NaN,NaN,NaN,NaN,10,4.7,21552.9,NaN,NaN,NaN,NaN,21655,21555.2,NaN,NaN,NaN,NaN,21655,20.76739206906621,47.693608180434296
1584972300,21631,21642,21619,21619,NaN,NaN,NaN,NaN,NaN,NaN,12,4.85,21593.633,NaN,NaN,NaN,NaN,21627.75,21597.152000000002,NaN,NaN,NaN,NaN,21627.75,19.47239939478076,48.17429378339216
1584972600,21625,21661,21625,21661,NaN,NaN,NaN,NaN,NaN,NaN,8,5.1,21610,NaN,NaN,NaN,NaN,21643,21730,NaN,NaN,21730,21730,21643,18.119036199191413,50.46218143624665
1584972900,21690,21690,21581,21581,NaN,NaN,NaN,NaN,NaN,NaN,8,5.35,21730,NaN,NaN,21730,21730,21635.5,21709,NaN,NaN,NaN,NaN,21635.5,17.209204163931503,46.271997447833186
1584973200,21566,21645,21566,21645,NaN,NaN,NaN,NaN,NaN,NaN,7,5.65,21700.2,NaN,NaN,NaN,NaN,21605.5,21690,NaN,NaN,NaN,NaN,21605.5,16.483355422034638,49.85902349461803
1584973500,21588,21627,21570,21627,NaN,NaN,NaN,NaN,NaN,NaN,13,6,21690,NaN,NaN,NaN,NaN,21603,21690,NaN,NaN,NaN,NaN,21603,15.809353018844691,48.87078812729911
1584973800,21596,21608,21571,21608,NaN,NaN,NaN,NaN,NaN,NaN,8,6.3,21661.48,NaN,NaN,NaN,NaN,21595.75,21655.28,NaN,NaN,NaN,NaN,21595.75,15.183493644454025,47.793938108113345
1584974100,21594,21594,21545,21568,NaN,NaN,NaN,NaN,NaN,NaN,3,6.2,21639.5196,NaN,NaN,NaN,NaN,21575.25,21630.2816,NaN,NaN,NaN,NaN,21575.25,14.846122395744038,45.51989744633651
1584974400,21620,21620,21620,21620,NaN,NaN,NaN,NaN,NaN,NaN,5,6.35,21545,21545,21545,NaN,NaN,21620,21545,21545,21545,NaN,NaN,21620,14.23273109635606,48.922293258320146
1584974700,21566,21566,21566,21566,NaN,NaN,NaN,NaN,NaN,NaN,4,6.4,21545,NaN,NaN,NaN,NaN,21566,21545,NaN,NaN,NaN,NaN,21566,14.188155597501448,45.72848505471547
1584975000,21565,21565,21510,21510,NaN,NaN,NaN,NaN,NaN,NaN,5,6.45,21620,NaN,NaN,21620,21620,21537.5,21620,NaN,NaN,21620,21620,21537.5,14.64361166954349,42.621029592989736
1584975300,21488,21489,21450,21450,NaN,NaN,NaN,NaN,NaN,NaN,4,6.5,21598,NaN,NaN,NaN,NaN,21469.25,21598,NaN,NaN,NaN,NaN,21469.25,15.548853559585416,39.522137655025666
1584975900,21486,21486,21486,21486,NaN,NaN,NaN,NaN,NaN,NaN,5,6.35,21565,NaN,NaN,NaN,NaN,21486,21565,NaN,NaN,NaN,NaN,21486,16.389435314624347,42.23592762278828
1584976200,21499,21499,21499,21499,NaN,NaN,NaN,NaN,NaN,NaN,1,6.2,21538.55,NaN,NaN,NaN,NaN,21499,21537.4,NaN,NaN,NaN,NaN,21499,16.979785257993523,43.22664525617097
1584976500,21436,21436,21388,21388,NaN,NaN,NaN,NaN,NaN,NaN,3,6,21518.1835,NaN,NaN,NaN,NaN,21412,21516.424000000003,NaN,NaN,NaN,NaN,21412,18.396000888450782,37.33809301247543
1584976800,21369,21369,21330,21330,NaN,NaN,NaN,NaN,NaN,NaN,4,5.9,21499,NaN,NaN,NaN,NaN,21349.5,21499,NaN,NaN,NaN,NaN,21349.5,20.08664385251345,34.679683831843136
1584977100,21288,21288,21274,21274,NaN,NaN,NaN,NaN,NaN,NaN,2,5.95,21449.99,NaN,NaN,NaN,NaN,21281,21448.3,NaN,NaN,NaN,NaN,21281,21.98605056683071,32.2892723314211
1584977400,21331,21331,21290,21294,NaN,NaN,NaN,NaN,NaN,NaN,4,5.9,21397.193,NaN,NaN,NaN,NaN,21311.5,21396.01,NaN,NaN,NaN,NaN,21311.5,23.10252050283132,34.03798362629816
1584977700,21280,21280,21280,21280,NaN,NaN,NaN,NaN,NaN,NaN,1,5.6,21360.235099999998,NaN,NaN,NaN,NaN,21280,21359.407,NaN,NaN,NaN,NaN,21280,24.207136829913736,33.387953980793284
1584978000,21200,21200,21188,21188,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,21334.364569999998,NaN,NaN,NaN,NaN,21194,21333.7849,NaN,NaN,NaN,NaN,21194,25.808393572487624,29.412830419007065
