time,open,high,low,close,Volume,Volume MA,ParabolicSAR,ATR
1569806100,25834,25834,25830,25830,3,NaN,NaN,NaN
1569806400,25821,25843,25821,25842,9,NaN,25843,NaN
1569806700,25814,25820,25803,25811,18,NaN,25843,NaN
1569807000,25800,25867,25799,25820,18,NaN,25799,NaN
1569807300,25860,25894,25860,25881,12,NaN,25799,NaN
1569807600,25871,25871,25860,25860,4,NaN,25799,NaN
1569807900,25874,25922,25874,25922,14,NaN,25810.4,NaN
1569808200,25923,25950,25917,25950,20,NaN,25826.024,NaN
1569808500,25944,25955,25944,25955,4,NaN,25845.86016,NaN
1569808800,25931,25931,25915,25915,3,NaN,25865.505331200002,NaN
1569809100,25902,25950,25902,25924,10,NaN,25881.614371584,NaN
1569809400,25933,25937,25933,25937,4,NaN,25894.82378469888,NaN
1569809700,25944,25949,25944,25949,2,NaN,25902,NaN
1569810000,25960,25960,25948,25948,3,NaN,25911.54,32.785714285714285
1569810300,25973,25973,25973,25973,2,NaN,25921.232,32.22959183673469
1569810600,25947,25980,25947,25980,2,NaN,25931.5856,32.28462099125364
1569810900,25988,25988,25988,25988,2,NaN,25941.26848,30.550005206164094
1569811200,25981,25994,25969,25994,5,NaN,25947,30.15357626286666
1569811500,26000,26000,25966,25966,5,NaN,25956.4,30.428320815519044
1569811800,25987,25987,25987,25987,1,7.05,25965.120000000003,29.754869328696255
1569812100,26011,26028,26011,26028,4,7.1,25966,30.558092948075092
1569812400,26011,26011,25999,26002,5,6.9,25978.4,30.446800594641157
1569812700,26010,26024,26010,26019,4,6.2,25988.32,29.843457695023933
1569813000,25991,26004,25991,26004,4,5.5,26028,29.711782145379367
1569813600,26017,26017,26017,26017,1,4.95,26024.3,28.518083420709413
1569814500,26014,26019,26014,26019,4,4.95,26020.97,26.83822031923017
1569814800,26020,26026,26020,26026,10,4.75,25991,25.421204582142302
1569815100,26027,26037,26020,26037,17,4.6,25994.5,24.819689969132135
1569815400,26039,26084,26039,26084,20,5.4,25999.6,26.40399782847984
1569815700,26069,26082,26069,26082,6,5.55,26011.415999999997,25.589426555016995
1569819600,26050,26061,26050,26061,3,5.2,26021.577759999996,26.047324658230064
1569819900,26070,26115,26070,26115,9,5.45,26030.316873599997,28.043944325499346
1569820200,26126,26165,26126,26152,19,6.3,26043.866173823997,29.612234016535105
1569820500,26136,26154,26136,26154,6,6.45,26065.670262535677,28.78278872963974
1569820800,26127,26128,26123,26123,3,6.5,26083.549615279255,28.941160963236904
1569821100,26122,26140,26120,26137,9,6.85,26098.21068452899,28.302506608719984
1569821400,26118,26133,26112,26115,5,7,26110.23276131377,28.0666132795257
1569822000,26135,26138,26135,26138,2,6.85,26112,27.70471233098815
1569822600,26134,26136,26134,26136,2,6.7,26112,26.011518593060426
1569823200,26112,26112,26103,26103,6,6.95,26165,26.51069583641325
1569823500,26087,26087,26084,26084,3,6.9,26158.8,25.974217562383732
1569823800,26096,26102,26096,26102,2,6.75,26149.824,25.404630593642036
1569824700,26138,26138,26138,26138,1,6.6,26141.92512,26.161442694096174
1569825000,26123,26141,26123,26141,4,6.6,26084,25.578482501660734
1569825300,26113,26113,26113,26113,1,6.6,26089.7,25.7514480372564
1569825600,26110,26110,26110,26110,1,6.45,26094.83,24.1263446060238
1569826200,26111,26111,26108,26111,3,6.1,26099.447,22.617319991307816
1569826500,26104,26111,26095,26095,3,5.4,26141,22.144654277642974
1569826800,26096,26100,26096,26100,2,4.5,26136.4,20.920036114954193
1569827100,26091,26091,26091,26091,1,4.25,26132.260000000002,20.068604963886035
1569827400,26091,26091,26090,26090,3,4.25,26127.308800000003,18.706561752179887
1569828000,26123,26123,26123,26123,1,3.85,26090,19.727521627024178
1569828300,26115,26115,26115,26115,1,2.95,26090,18.889841510808164
1569828900,26083,26083,26083,26083,1,2.7,26123,19.826281402893294
1569829200,26080,26080,26080,26080,2,2.65,26119,18.624404159829485
1569829500,26054,26054,26042,26042,7,2.55,26114.32,20.008375291270234
1569829800,26042,26042,26018,26024,25,3.55,26104.1952,20.29349134189379
1569830100,26021,26027,26017,26027,10,3.95,26090.403968,19.558241960329948
1569830400,26036,26054,26036,26054,5,4.1,26077.19125376,20.089796106020664
1569831000,26095,26095,26068,26068,5,4.05,26017,21.58338209844776
1569831300,26071,26085,26071,26085,3,4.05,26024.8,21.25599766284435
1569831600,26074,26074,26060,26060,6,4.25,26031.82,21.523426401212614
1569831900,26060,26060,26060,26060,1,4.25,26038.138,19.986038801126
1569836700,26074,26079,26074,26079,2,4.15,26043.8242,19.91560745818843
1569837600,26082,26082,26082,26082,2,4.2,26048.94178,18.70734978260354
1569838500,26050,26050,26050,26050,3,4.3,26095,19.656824798131858
1569844200,26036,26036,26036,26036,1,4.2,26090.5,19.25276588397958
1569846000,26026,26026,26026,26026,1,4.1,26083.96,18.591854035123898
1569846300,26015,26015,26000,26000,6,4.3,26075.8456,19.121007318329333
1569846600,26003,26003,26003,26003,1,4.3,26063.710304,17.969506795591524
1569846900,25976,25976,25972,25972,2,4.25,26053.51665536,18.90025631019213
1569847500,26000,26002,26000,26002,3,4.35,26038.8436573952,19.693095145178404
1569848100,25986,25986,25986,25986,3,4.45,26026.811799064064,19.42930263480852
