time,open,high,low,close
1589534400,23237,23237,23237,23237
1589765400,23209,23209,23209,23209
1589767500,23313,23313,23313,23313
1589768700,23425,23425,23425,23425
1589790300,23483,23484,23476,23476
1589805600,23645,23645,23645,23645
1589815200,23910,23910,23910,23910
1589816100,23912,23912,23912,23912
1589850900,23967,23967,23967,23967
1589851200,24060,24060,24060,24060
1589851800,24000,24000,24000,24000
1589852700,24060,24060,24060,24060
1589854200,23954,23954,23954,23954
1589855100,23981,23983,23981,23983
1589856600,23929,23929,23929,23929
1589856900,23929,23929,23929,23929
1589857800,23836,23836,23836,23836
1589858100,23806,23806,23806,23806
1589858400,23821,23853,23821,23853
1589859600,23873,23873,23873,23873
1589860200,23901,23901,23901,23901
1589864700,23923,23923,23923,23923
1589868600,23914,23914,23914,23914
1589870400,23966,23966,23966,23966
1589874300,23938,23938,23927,23927
1589914500,23920,23920,23920,23920
1589937300,23910,23910,23910,23910
1589941200,23912,23912,23860,23860
1589944500,23844,23858,23844,23858
1589951100,23920,23920,23920,23920
1589953800,23870,23870,23870,23870
1589955900,23859,23859,23859,23859
1589957100,23890,23890,23890,23890
1589962200,23933,23933,23933,23933
1590000900,24055,24055,24055,24055
1590023700,23973,23973,23973,23973
1590024000,23998,23998,23998,23998
1590026400,23859,23859,23859,23859
1590027000,23759,23759,23759,23759
1590027300,23727,23727,23727,23727
1590040800,23820,23820,23820,23820
1590041400,23832,23832,23832,23832
1590046200,23779,23779,23779,23779
1590047700,23771,23771,23768,23768
1590055500,23571,23571,23571,23571
1590061500,23450,23450,23450,23450
1590069600,23479,23479,23479,23479
1590071100,23456,23456,23456,23456
1590072900,23367,23367,23367,23367
1590073200,23340,23340,23340,23340
1590074100,23310,23310,23310,23310
1590076800,23315,23352,23315,23352
1590087000,23290,23290,23290,23290
1590111000,23087,23097,23087,23097
1590111300,23133,23133,23133,23133
1590111600,23067,23067,23064,23064
1590112500,23056,23056,23055,23055
1590113100,22991,22991,22976,22976
1590115800,22882,22882,22882,22882
1590116100,22888,22896,22888,22892
1590116400,22882,22890,22882,22887
1590116700,22876,22880,22873,22880
1590117000,22879,22879,22868,22877
1590117300,22872,22877,22856,22856
1590117600,22855,22869,22844,22857
1590118200,22802,22802,22802,22802
1590124200,22500,22510,22497,22510
1590124800,22487,22487,22460,22460
1590125700,22509,22510,22509,22510
1590126000,22524,22524,22521,22521
1590127500,22589,22600,22585,22585
1590128100,22573,22581,22567,22567
1590128400,22530,22530,22529,22529
1590128700,22529,22530,22524,22524
1590129000,22505,22536,22505,22536
1590129300,22482,22533,22482,22533
1590130200,22460,22460,22459,22459
1590131400,22420,22424,22420,22424
1590135000,22378,22378,22378,22378
1590145500,22499,22500,22499,22500
1590155400,22458,22458,22452,22458
1590369600,22243,22243,22240,22240
1590369900,22207,22210,22207,22210
1590370500,22150,22150,22150,22150
1590370800,22267,22267,22236,22266
1590371400,22500,22500,22500,22500
1590371700,22505,22505,22505,22505
1590374100,22202,22202,22202,22202
1590374400,22207,22207,22180,22180
1590374700,22182,22207,22169,22197
1590375300,22181,22181,22181,22181
1590375600,22170,22173,22170,22173
1590376200,22286,22286,22286,22286
1590384900,22336,22338,22332,22332
1590385200,22314,22314,22314,22314
1590385500,22297,22297,22297,22297
1590386400,22359,22387,22359,22378
1590387600,22359,22359,22359,22359
1590390600,22448,22448,22448,22448
1590390900,22407,22407,22407,22407
1590393300,22489,22491,22485,22489
1590455400,23149,23149,23149,23149
1590455700,22828,22828,22828,22828
1590456000,22781,22792,22781,22790
1590456300,22790,22790,22790,22790
1590456900,22895,22926,22890,22926
1590457200,22957,22957,22957,22957
1590457500,22953,22953,22953,22953
1590457800,22928,22928,22928,22928
1590458100,22890,22913,22890,22913
1590459600,22955,22955,22955,22955
1590459900,22950,22963,22939,22939
1590460500,22901,22901,22901,22901
1590462300,22942,22942,22942,22942
1590462900,22894,22894,22894,22894
1590463200,22901,22901,22901,22901
1590463800,22920,22920,22920,22920
1590464100,22933,22933,22933,22933
1590464700,22939,22939,22938,22938
1590465000,22935,22938,22935,22938
1590465300,22939,22940,22939,22940
1590468900,22970,22970,22970,22970
1590469200,22970,22972,22969,22969
1590469500,22978,22978,22978,22978
1590471300,22944,22947,22944,22947
1590471600,22978,22978,22978,22978
1590473700,23000,23000,23000,23000
1590474000,23009,23009,23009,23009
1590475800,23023,23023,23023,23023
1590476400,23006,23006,23006,23006
1590478200,22980,22980,22980,22980
1590478500,22988,22988,22988,22988
1590479400,22979,22979,22976,22976
1590479700,22972,22972,22972,22972
1590480300,22960,22960,22960,22960
1590480600,22985,22985,22985,22985
1590542100,22995,23008,22994,23000
1590542400,23050,23050,23050,23050
1590543900,23012,23012,23012,23012
1590544200,22873,22873,22871,22871
1590544500,22863,22863,22863,22863
1590545400,22787,22787,22787,22787
1590546300,22746,22746,22746,22746
1590547800,22800,22800,22800,22800
1590549900,22863,22863,22863,22863
1590550500,22884,22884,22884,22884
1590550800,22861,22861,22861,22861
1590558300,22736,22736,22736,22736
1590562200,22729,22732,22729,22732
1590577200,22920,22920,22920,22920
1590589800,22677,22677,22677,22677
1590592200,22680,22680,22680,22680
1590594000,22566,22566,22566,22566
1590594300,22597,22597,22597,22597
1590596700,22610,22610,22610,22610
1590598200,22586,22586,22586,22586
1590598500,22575,22575,22505,22505
1590599100,22541,22541,22541,22541
1590605700,22599,22599,22599,22599
1590628500,22656,22656,22656,22656
1590629100,22700,22700,22700,22700
1590629400,22903,22903,22903,22903
1590630000,22889,22889,22889,22889
1590630600,22888,22888,22888,22888
1590631200,22787,22787,22787,22787
1590631800,22814,22841,22814,22841
1590633600,22730,22730,22730,22730
1590634500,22747,22747,22747,22747
1590635400,22764,22764,22764,22764
1590635700,22727,22727,22727,22727
1590637200,22473,22473,22473,22473
1590643500,22575,22575,22575,22575
1590643800,22554,22554,22554,22554
1590645300,22550,22550,22550,22550
1590645600,22570,22576,22566,22576
1590645900,22725,22732,22725,22732
1590646200,22750,22769,22750,22769
1590648300,22639,22639,22639,22639
1590649500,22647,22647,22647,22647
1590650400,22694,22694,22694,22694
1590650700,22718,22719,22718,22719
1590653400,22694,22694,22694,22694
1590654300,22671,22671,22667,22667
1590657600,22703,22703,22703,22703
1590659100,22624,22624,22624,22624
1590659400,22622,22622,22622,22622
1590667200,22630,22630,22630,22630
1590715800,22393,22393,22393,22393
1590720600,22601,22603,22601,22603
1590721200,22615,22615,22615,22615
1590722100,22499,22499,22499,22499
1590722400,22516,22526,22516,22526
1590729900,22566,22566,22566,22566
1590733800,22500,22500,22500,22500
1590739500,22413,22498,22413,22498
1590757500,22598,22598,22598,22598
1590763200,22485,22485,22484,22484
1590771000,22450,22450,22450,22450
1590974400,23200,23239,23200,23239
1590974700,23274,23274,23274,23274
1590975000,23244,23310,23244,23310
1590975900,23370,23370,23370,23370
1590976200,23327,23327,23327,23327
1590977700,23290,23290,23290,23290
1590979200,23384,23384,23384,23384
1590980700,23388,23388,23388,23388
1590991800,23328,23329,23328,23329
1590994200,23364,23364,23364,23364
1590998400,23312,23312,23312,23312
1590998700,23255,23255,23255,23255
1590999900,23180,23180,23180,23180
1591002900,23236,23236,23227,23227
1591005300,23160,23160,23160,23160
1591018200,23111,23111,23111,23111
1591018500,23131,23131,23131,23131
1591060800,23322,23324,23322,23324
1591061400,23507,23507,23487,23487
1591061700,23503,23541,23503,23541
1591062300,23531,23531,23531,23531
1591062600,23450,23450,23443,23443
1591063500,23513,23513,23507,23512
1591065000,23431,23431,23431,23431
1591066500,23393,23393,23393,23393
1591069200,23443,23443,23443,23443
1591069500,23448,23451,23448,23451
1591074600,23450,23450,23450,23450
1591075800,23493,23493,23493,23493
1591079100,23487,23487,23487,23487
1591079400,23524,23524,23524,23524
1591081200,23511,23511,23511,23511
1591082100,23522,23522,23522,23522
1591083000,23569,23569,23569,23569
1591083300,23565,23565,23565,23565
1591083600,23545,23545,23545,23545
1591084800,23601,23601,23601,23601
1591085700,23624,23624,23624,23624
1591086300,23662,23662,23662,23662
1591106100,23820,23820,23820,23820
1591107300,23900,23900,23900,23900
1591108200,23980,23980,23980,23980
1591112100,23869,23869,23869,23869
1591152000,23897,23897,23897,23897
1591154100,23957,23960,23950,23950
1591154400,23944,23944,23944,23944
1591165500,23952,23952,23952,23952
1591165800,23955,23955,23955,23955
1591167300,23961,23963,23954,23954
1591171500,23974,23974,23974,23974
1591184100,24062,24067,24062,24067
1591184400,24090,24092,24089,24089
1591190400,24200,24200,24200,24200
1591195800,24320,24320,24320,24320
1591237500,24000,24000,24000,24000
1591239300,23934,23934,23900,23900
1591241700,23953,23953,23950,23950
1591248600,23972,23972,23972,23972
1591248900,23984,23984,23966,23966
1591257300,23980,23980,23980,23980
1591257900,24062,24062,24062,24062
1591259100,24038,24038,24035,24035
1591277400,24013,24013,24013,24013
1591333800,24086,24086,24086,24086
1591336800,24240,24240,24240,24240
1591337100,24238,24238,24238,24238
1591339500,24289,24289,24285,24287
1591341000,24377,24377,24377,24377
1591341300,24440,24440,24438,24438
1591343400,24485,24485,24485,24485
1591344000,24540,24540,24540,24540
1591345200,24444,24444,24444,24444
1591348800,24450,24450,24450,24450
1591349400,24378,24378,24378,24378
1591349700,24385,24394,24385,24392
1591350000,24395,24395,24395,24395
1591350300,24392,24392,24392,24392
1591350600,24400,24400,24388,24388
1591350900,24420,24431,24420,24429
1591351500,24411,24411,24390,24390
1591351800,24378,24378,24378,24378
1591368600,24730,24730,24730,24730
1591578600,24698,24698,24698,24698
1591578900,24650,24650,24630,24630
1591579200,24707,24707,24707,24707
1591580400,24562,24562,24562,24562
1591580700,24610,24610,24610,24610
1591581000,24618,24652,24609,24650
1591581300,24624,24660,24624,24650
1591581600,24638,24641,24598,24598
1591581900,24587,24637,24587,24608
1591582200,24600,24626,24600,24626
1591583100,24617,24617,24617,24617
1591583700,24614,24614,24614,24614
1591584900,24560,24560,24560,24560
1591587300,24562,24562,24562,24562
1591593000,24448,24448,24439,24439
1591599300,24482,24482,24482,24482
1591600500,24466,24466,24463,24463
1591632600,24530,24530,24530,24530
1591666500,24691,24691,24690,24690
1591666800,24705,24705,24705,24705
1591667100,24720,24720,24714,24715
1591667400,24704,24704,24703,24703
1591667700,24773,24773,24773,24773
1591668000,24785,24823,24772,24823
1591668300,24774,24782,24774,24781
1591668600,24795,24795,24794,24794
1591668900,24837,24844,24777,24843
1591669200,24835,24835,24760,24760
1591669500,24777,24777,24777,24777
1591670100,24712,24712,24712,24712
1591670700,24737,24737,24737,24737
1591671600,24779,24780,24779,24780
1591672800,24786,24792,24786,24792
1591673400,24777,24777,24773,24773
1591674000,24802,24817,24801,24817
1591674300,24812,24812,24797,24797
1591674600,24795,24795,24795,24795
1591674900,24790,24790,24790,24790
1591679700,24859,24859,24859,24859
1591682100,24913,24913,24912,24912
1591682400,24912,24914,24912,24914
1591684500,24890,24890,24890,24890
1591685400,24895,24895,24895,24895
1591686000,24905,24905,24905,24905
1591686300,24913,24913,24912,24912
1591686600,24920,24920,24920,24920
1591688100,24780,24780,24780,24780
1591688400,24731,24731,24731,24731
1591688700,24700,24700,24700,24700
1591689600,24700,24700,24700,24700
1591690500,24600,24603,24600,24603
1591691100,24621,24621,24621,24621
1591709700,24589,24589,24589,24589
1591752600,24900,24900,24900,24900
1591753800,24955,24955,24955,24955
1591754100,24926,24926,24926,24926
1591754400,24986,24986,24986,24986
1591754700,24999,24999,24999,24999
1591755000,24934,24936,24934,24936
1591755300,24950,24974,24950,24974
1591755600,24966,24966,24913,24913
1591755900,24906,24906,24906,24906
1591756500,24780,24780,24768,24768
1591756800,24712,24712,24712,24712
1591757400,24728,24728,24728,24728
1591758900,24793,24793,24790,24790
1591760400,24866,24866,24866,24866
1591761000,24802,24802,24800,24800
1591761300,24778,24778,24776,24776
1591765500,24834,24834,24834,24834
1591766100,24855,24855,24855,24855
1591766400,24826,24826,24826,24826
1591781700,24656,24656,24656,24656
1591796700,24684,24684,24684,24684
1591803900,24650,24650,24650,24650
1591806300,24680,24680,24680,24680
1591812000,24613,24613,24613,24613
1591838100,24709,24735,24670,24670
1591839000,24666,24666,24602,24602
1591839300,24656,24656,24656,24656
1591840200,24611,24611,24611,24611
1591841400,24667,24681,24667,24681
1591844700,24602,24602,24602,24602
1591845900,24570,24570,24570,24570
1591846800,24511,24511,24500,24500
1591847100,24430,24430,24430,24430
1591847400,24498,24498,24498,24498
1591847700,24499,24499,24499,24499
1591853100,24399,24399,24399,24399
1591853400,24381,24384,24381,24384
1591853700,24370,24370,24370,24370
1591854000,24350,24350,24350,24350
1591854300,24300,24300,24300,24300
1591855200,24228,24228,24228,24228
1591862100,24150,24150,24150,24150
1591881600,24023,24023,24023,24023
1591884000,24070,24070,24030,24030
1591895400,23751,23751,23751,23751
1591899000,23680,23680,23680,23680
1591900500,23661,23661,23661,23661
1591924500,23638,23638,23638,23638
1591924800,23560,23560,23560,23560
1591925400,23612,23636,23600,23636
1591925700,23626,23738,23626,23738
1591926000,23750,23750,23713,23713
1591926600,23776,23777,23772,23777
1591926900,23773,23773,23773,23773
1591927200,23824,23824,23824,23824
1591928100,23923,23923,23923,23923
1591928400,23850,23850,23850,23850
1591930200,23878,23878,23878,23878
1591930500,23827,23827,23819,23819
1591931400,23827,23827,23827,23827
1591931700,23800,23800,23800,23800
1591932000,23768,23770,23767,23770
1591932600,23782,23782,23779,23779
1591933200,23804,23804,23804,23804
1591938300,23854,23854,23842,23842
1591939200,23814,23816,23814,23815
1591939500,23835,23835,23835,23835
1591939800,23816,23816,23816,23816
1591941000,23829,23829,23829,23829
1591944000,23816,23816,23816,23816
1591944600,23767,23767,23767,23767
1591945200,23780,23780,23780,23780
1591945500,23800,23800,23800,23800
1591947600,23871,23871,23871,23871
1591955100,24090,24090,24090,24090
1591956000,24130,24130,24130,24130
1591957800,24090,24090,24090,24090
1591966800,24042,24042,24042,24042
1591971000,24010,24010,24010,24010
1591974300,23788,23788,23788,23788
1591983300,23750,23750,23750,23750
1591986600,23838,23838,23838,23838
1592183700,23577,23577,23573,23573
1592186700,23750,23812,23750,23801
1592187000,23817,23817,23817,23817
1592188800,23777,23777,23777,23777
1592189700,23707,23707,23707,23707
1592190000,23725,23725,23725,23725
1592190300,23735,23735,23735,23735
1592197200,23650,23650,23597,23597
1592197500,23523,23523,23523,23523
1592200500,23439,23439,23428,23428
1592200800,23380,23413,23380,23413
1592201100,23352,23360,23323,23323
1592201400,23404,23404,23404,23404
1592203200,23370,23370,23370,23370
1592205300,23353,23365,23353,23365
1592205600,23404,23404,23404,23404
1592205900,23401,23401,23401,23401
1592208300,23430,23430,23430,23430
1592208600,23363,23363,23363,23363
1592209500,23388,23416,23388,23416
1592215800,23559,23559,23559,23559
1592221800,23558,23558,23558,23558
1592230200,23590,23590,23590,23590
1592232900,23594,23594,23594,23594
1592233500,23552,23636,23552,23636
1592237400,23646,23646,23646,23646
1592238900,23666,23666,23666,23666
1592240400,23704,23704,23704,23704
1592241000,23762,23762,23744,23744
1592241300,23756,23756,23745,23745
1592244000,23780,23807,23780,23807
1592270100,24000,24122,24000,24030
1592270400,24077,24077,24045,24045
1592270700,24040,24040,24030,24030
1592271000,24011,24011,23993,23993
1592271300,24041,24041,24041,24041
1592271600,24042,24043,24042,24043
1592273400,24075,24075,24075,24075
1592273700,24020,24020,24000,24000
1592274000,24006,24013,24006,24013
1592274300,23970,23970,23970,23970
1592274600,24064,24080,24050,24080
1592275200,24088,24092,24080,24092
1592275500,24116,24134,24116,24131
1592275800,24145,24162,24145,24162
1592276100,24184,24187,24184,24187
1592276400,24145,24145,24145,24145
1592277000,24104,24114,24104,24114
1592277600,24132,24132,24125,24125
1592278200,24104,24125,24104,24125
1592278800,24121,24142,24121,24142
1592279100,24139,24166,24139,24166
1592279400,24162,24162,24161,24161
1592284200,24153,24153,24121,24121
1592285100,24161,24161,24161,24161
1592286300,24128,24128,24128,24128
1592288400,24079,24079,24079,24079
1592289900,24061,24063,24061,24063
1592290800,24060,24060,24060,24060
1592291700,24036,24036,24036,24036
1592292600,24061,24061,24061,24061
1592292900,24071,24071,24071,24071
1592295000,24049,24054,24049,24054
1592299500,24138,24138,24136,24136
1592309700,24260,24260,24260,24260
1592312700,24300,24300,24300,24300
1592314800,24258,24258,24258,24258
1592315100,24299,24299,24299,24299
1592318700,24186,24186,24186,24186
1592357400,23871,23871,23858,23858
1592357700,23914,23914,23914,23914
1592358000,24016,24016,24016,24016
1592358300,24060,24060,24060,24060
1592359200,23971,23982,23971,23982
1592359500,24021,24021,24021,24021
1592360100,23960,23960,23960,23960
1592360400,23963,23963,23963,23963
1592360700,23953,23965,23953,23965
1592361000,23932,23932,23842,23842
1592361300,23839,23864,23839,23863
1592361600,23881,23881,23881,23881
1592361900,23880,23882,23880,23882
1592362200,23970,23970,23970,23970
1592363100,24025,24025,24018,24018
1592364600,24001,24001,24001,24001
1592370000,24006,24006,24001,24001
1592370600,23907,23907,23903,23903
1592371200,23945,23945,23945,23945
1592371800,24007,24007,24002,24002
1592373600,24022,24022,24022,24022
1592373900,24060,24060,24054,24054
1592374200,24093,24093,24093,24093
1592374800,24100,24102,24100,24102
1592375400,24040,24040,24040,24040
1592375700,24059,24059,24059,24059
1592376000,24052,24052,24052,24052
1592376300,24058,24058,24058,24058
1592378700,24073,24152,24073,24152
1592379000,24162,24202,24162,24202
1592379300,24167,24167,24167,24167
1592379600,24179,24179,24179,24179
1592380200,24162,24162,24162,24162
1592380500,24144,24156,24143,24145
1592382000,24158,24158,24158,24158
1592443500,23856,23856,23856,23856
1592443800,23808,23808,23808,23808
1592445300,23918,23919,23918,23919
1592445600,23915,23915,23915,23915
1592448600,23808,23808,23808,23808
1592449500,23880,23880,23880,23880
1592450400,24020,24020,24020,24020
1592451900,24080,24080,24080,24080
1592452500,24101,24102,24101,24102
1592456700,24102,24102,24101,24101
1592457900,24048,24048,24027,24027
1592458200,24040,24040,24040,24040
1592458800,24040,24040,24040,24040
1592459100,24005,24005,24004,24004
1592459400,24001,24020,24001,24020
1592460300,23971,23981,23971,23981
1592465400,24056,24056,24040,24040
1592465700,24042,24056,24033,24033
1592467500,24150,24150,24150,24150
1592468100,24083,24083,24083,24083
1592468700,24072,24072,24072,24072
1592471700,24138,24138,24138,24138
1592481600,23945,23945,23945,23945
1592481900,23960,23960,23960,23960
1592497200,24052,24052,24052,24052
1592506500,24099,24099,24099,24099
1592530200,24109,24109,24109,24109
1592531100,24129,24129,24129,24129
1592531400,24129,24129,24081,24081
1592532000,24003,24003,24003,24003
1592532300,24004,24004,23973,23973
1592532600,24004,24005,24004,24005
1592532900,24055,24055,24055,24055
1592533200,24091,24091,24091,24091
1592533800,24101,24101,24100,24101
1592535000,24097,24097,24097,24097
1592535300,24100,24112,24100,24112
1592536500,24100,24100,24100,24100
1592536800,24104,24118,24104,24114
1592538900,24108,24115,24108,24115
1592546400,24220,24324,24220,24324
1592547000,24301,24308,24301,24308
1592547300,24304,24352,24292,24352
1592547600,24370,24371,24368,24368
1592548500,24415,24415,24415,24415
1592549100,24382,24382,24382,24382
1592550000,24400,24400,24400,24400
1592550300,24382,24382,24382,24382
1592551800,24353,24353,24353,24353
1592553000,24272,24272,24250,24250
1592553600,24286,24287,24286,24287
1592553900,24312,24312,24312,24312
1592569200,24402,24402,24402,24402
1592576400,24368,24368,24368,24368
1592579700,24270,24270,24270,24270
1592582400,24212,24212,24200,24200
1592583300,24120,24120,24120,24120
1592583900,24059,24059,24059,24059
1592788500,24190,24225,24190,24225
1592788800,24255,24255,24255,24255
1592789100,24221,24221,24221,24221
1592789400,24286,24286,24230,24246
1592789700,24271,24332,24271,24299
1592790000,24295,24317,24280,24283
1592790600,24261,24290,24261,24273
1592790900,24204,24206,24149,24149
1592791200,24180,24180,24180,24180
1592791500,24222,24308,24222,24302
1592792100,24255,24255,24255,24255
1592792400,24276,24276,24274,24274
1592792700,24301,24301,24301,24301
1592793000,24321,24321,24321,24321
1592795100,24253,24253,24253,24253
1592795700,24250,24265,24250,24265
1592803500,24240,24240,24240,24240
1592804400,24211,24211,24210,24210
1592804700,24209,24209,24209,24209
1592805000,24198,24198,24198,24198
1592805300,24194,24194,24194,24194
1592805600,24100,24100,24100,24100
1592806500,24134,24134,24134,24134
1592809200,24170,24170,24170,24170
1592811000,24231,24231,24231,24231
1592811600,24211,24211,24211,24211
1592812200,24198,24228,24198,24228
1592812500,24232,24238,24231,24238
1592818500,24255,24255,24255,24255
1592835900,24291,24291,24291,24291
1592838900,24301,24301,24301,24301
1592839200,24310,24310,24310,24310
1592874900,24249,24249,24249,24249
1592875200,24100,24100,24018,24018
1592875500,23930,24005,23928,23928
1592875800,24027,24027,24027,24027
1592876400,23980,23980,23980,23980
1592876700,23880,23880,23880,23880
1592877000,24073,24073,24073,24073
1592877300,24088,24088,24088,24088
1592877600,24100,24203,24100,24193
1592878800,24349,24390,24349,24390
1592879100,24485,24488,24485,24488
1592879400,24488,24488,24488,24488
1592879700,24495,24495,24447,24447
1592880000,24374,24374,24374,24374
1592881200,24438,24438,24396,24396
1592881500,24468,24468,24468,24468
1592882100,24488,24500,24484,24484
1592883000,24488,24488,24481,24481
1592888400,24507,24512,24504,24504
1592888700,24515,24522,24515,24522
1592889000,24534,24534,24502,24502
1592889300,24472,24476,24472,24474
1592889600,24474,24474,24474,24474
1592890200,24503,24504,24503,24504
1592890500,24501,24508,24501,24508
1592890800,24440,24440,24440,24440
1592891400,24433,24433,24433,24433
1592891700,24400,24400,24400,24400
1592893800,24500,24500,24500,24500
1592894100,24503,24503,24503,24503
1592894700,24494,24494,24494,24494
1592895300,24510,24510,24510,24510
1592895600,24512,24512,24512,24512
1592895900,24551,24551,24551,24551
1592896500,24588,24608,24588,24608
1592898000,24586,24586,24586,24586
1592898600,24596,24598,24596,24598
1592898900,24620,24620,24620,24620
1592899200,24620,24620,24620,24620
1592899500,24678,24679,24674,24674
1592899800,24673,24673,24673,24673
1592900400,24673,24673,24673,24673
1592900700,24698,24703,24698,24703
1592904900,24688,24688,24688,24688
1592914800,24752,24752,24752,24752
1592915100,24754,24754,24753,24753
1592915400,24745,24745,24745,24745
1592918400,24691,24691,24691,24691
1592938200,24687,24687,24687,24687
1592961000,24797,24797,24797,24797
1592962200,24761,24812,24732,24780
1592962500,24766,24804,24766,24803
1592963100,24668,24668,24668,24668
1592963700,24662,24662,24661,24661
1592975100,24600,24600,24600,24600
1592982000,24580,24587,24580,24587
1592982300,24628,24632,24628,24632
1592982600,24620,24620,24620,24620
1592982900,24613,24614,24613,24614
1592983500,24598,24598,24598,24598
1592983800,24590,24590,24590,24590
1592984700,24516,24516,24516,24516
1592985300,24515,24515,24515,24515
1592985900,24506,24506,24420,24420
1592986500,24398,24398,24398,24398
1592986800,24440,24440,24440,24440
1592990700,24369,24369,24369,24369
1593009000,24383,24383,24323,24323
1593009300,24326,24330,24326,24330
1593009600,24316,24324,24316,24324
1593009900,24302,24303,24302,24303
1593010500,24318,24318,24318,24318
1593012600,24202,24202,24180,24180
1593013200,24155,24155,24155,24155
1593019800,24188,24188,24188,24188
1593024600,24213,24213,24213,24213
1593024900,24222,24227,24222,24227
1593134100,24258,24334,24257,24334
1593134400,24365,24365,24365,24365
1593138600,24375,24375,24375,24375
1593139500,24412,24412,24412,24412
1593141300,24360,24360,24360,24360
1593141600,24396,24396,24396,24396
1593143400,24375,24375,24371,24371
