time,open,high,low,close,MA,MA,Volume,Volume MA,HKEX:HSI2!: Compare,HKEX:HSI1!: Compare,ParabolicSAR,SAR,Plot,ADX,+DI,-DI
1579782900,27776,27776,27768,27770,27797.31975074833,27805.555555555555,55,16.95,NaN,NaN,27824.243199999997,NaN,-0.0025925812841376406,11.953826964937539,21.228490935953065,34.097567976598185
1579783200,27773,27792,27773,27785,27794.855800598663,27802,166,23.85,NaN,NaN,27820.868607999997,NaN,-0.004193929384799788,11.918523175089426,25.137731820730114,31.50924254114002
1579783500,27791,27794,27783,27788,27793.48464047893,27798.11111111111,55,26.25,NaN,NaN,27817.696491519997,NaN,-0.005819229856005026,11.814559065632725,24.870503407096873,30.298738021366972
1579783800,27787,27787,27784,27785,27791.787712383146,27793.88888888889,3,26.15,NaN,NaN,27814.714702028796,NaN,-0.007386942791138829,11.715793161648858,24.510076815111628,29.859644742564306
1579784100,27784,27794,27784,27791,27791.630169906515,27791.666666666668,44,28.05,NaN,NaN,27811.91181990707,NaN,-0.008882006054241609,11.364926065907346,26.181202476835626,28.76271568474963
1579784400,27790,27798,27788,27798,27792.90413592521,27789.222222222223,11,28,NaN,NaN,27809.277110712646,NaN,-0.010161877063468716,10.888263591500344,26.69567609471331,27.69188022504227
1579784700,27786,27788,27779,27779,27790.12330874017,27785.11111111111,9,28.4,NaN,NaN,27806.80048406989,NaN,-0.011275776427745465,10.734361156265726,24.845668395208996,29.055462548318218
1579785000,27771,27773,27746,27756,27783.298646992138,27780.444444444445,31,28.95,NaN,NaN,27804.472455025694,NaN,-0.012390757716816414,11.46543257474954,22.051757488905547,37.03322003006617
1579785300,27750,27750,27734,27734,27773.43891759371,27776.222222222223,23,30,NaN,NaN,27799.79465862364,NaN,-0.013702975144427865,12.41337906308842,20.438870646052838,38.31408177784438
1579785600,27734,27747,27734,27740,27766.75113407497,27772.88888888889,63,32.75,NaN,NaN,27793.215192761276,NaN,-0.015037851759093779,13.313928227010356,19.549479196746507,36.646855769551244
1579785900,27740,27760,27740,27751,27763.600907259977,27769.11111111111,27,33.95,NaN,NaN,27787.293673485146,NaN,-0.016210800647063484,13.677973011602711,22.541494407389965,34.23438726650814
1579786200,27755,27772,27755,27772,27765.28072580798,27767.333333333332,9,33.8,NaN,NaN,27781.964306136633,NaN,-0.016993828068458394,13.612386857897416,24.888323149492663,31.912448543471577
1579786500,27776,27784,27760,27762,27764.624580646385,27764.777777777777,21,34.7,NaN,NaN,27734,NaN,-0.017529848545195237,13.173589065425038,26.78270754959009,29.505024895518606
1579786800,27769,27770,27753,27753,27762.299664517108,27760.555555555555,18,33.4,NaN,NaN,27735,NaN,-0.01792368462752547,12.944779874659577,25.35645944137889,30.126559417691357
1579787100,27756,27763,27750,27750,27759.839731613687,27755.222222222223,26,32.8,NaN,NaN,27735.98,NaN,-0.018162253926837235,12.807465121129747,24.314210183592298,29.836791902600467
1579787400,27745,27745,27737,27737,27755.271785290948,27750.555555555555,10,32.6,NaN,NaN,27736.9404,NaN,-0.018379490209293747,13.009233643269388,23.305830781739665,32.74665955937765
1579787700,27738,27745,27734,27734,27751.017428232757,27748.11111111111,49,33.65,NaN,NaN,27784,NaN,-0.01851518499177862,13.274323964231595,22.475596331775176,32.551659123490545
1579788000,27734,27740,27731,27731,27747.013942586207,27747.777777777777,9,33.9,NaN,NaN,27783,NaN,-0.018560340245767915,13.600684317875306,21.806560241487652,32.57492739408555
1579788300,27727,27734,27723,27732,27744.011154068965,27746.88888888889,30,34.95,NaN,NaN,27780.92,NaN,-0.018440207980887635,14.106095343857433,21.002237303784387,34.05592448837381
1579788600,27728,27728,27692,27692,27733.60892325517,27740.333333333332,28,34.35,NaN,NaN,27777.444799999997,NaN,-0.01848523553512893,15.218631469711752,18.403893049157244,39.430716819802306
1579788900,27690,27690,27675,27675,27721.887138604136,27729.555555555555,39,33.55,NaN,NaN,27770.609215999997,NaN,-0.018788287564897033,16.553473177924186,17.43870763468512,42.60725063981576
1579789200,27679,27679,27662,27672,27711.90971088331,27719.555555555555,100,30.25,NaN,NaN,27761.048294399996,NaN,-0.019284344008603238,18.012343175866118,16.526371342228792,44.37886998909638
1579789500,27670,27670,27640,27646,27698.727768706645,27707.666666666668,116,33.3,NaN,NaN,27749.162499071997,NaN,-0.020200313676205783,19.68251971700548,14.974128512590715,46.667933391232225
1579789800,27650,27670,27585,27598,27678.582214965318,27690.777777777777,247,45.5,NaN,NaN,27733.87974920192,NaN,-0.021693462274531283,21.794138913998843,11.859570306649822,50.4197538667808
1579790100,27594,27614,27562,27612,27665.265771972256,27676.88888888889,238,55.2,NaN,NaN,27710.058989329613,NaN,-0.023417942659263447,23.965585541903412,10.458712846349668,49.68870838411449
1579790400,27610,27626,27588,27588,27649.812617577805,27660.666666666668,56,57.45,NaN,NaN,27683.408371250283,NaN,-0.025323328401487544,25.65230727019333,12.217894220261147,45.549954612620844
1579790700,27580,27608,27576,27580,27635.850094062243,27643.88888888889,63,60.15,NaN,NaN,27661.554864425234,NaN,-0.027341751021483507,27.35142665098376,11.377827098208854,44.99646298123467
1579791000,27580,27593,27560,27580,27624.680075249795,27627,53,61.25,NaN,NaN,27643.634988828693,NaN,-0.029388964699213482,29.08733224203983,10.587593920743323,45.23874456426026
1579791300,27584,27605,27584,27602,27620.144060199837,27617,29,61.55,NaN,NaN,27626.907991062955,NaN,-0.03115362582306047,30.368086678940557,12.5509668025402,42.864651754088094
1579791600,27607,27613,27595,27598,27615.715248159868,27608.444444444445,36,60.2,NaN,NaN,27613.526392850363,NaN,-0.03255810485148447,31.345686022888657,13.770964712799161,41.224981532134734
1579791900,27601,27631,27601,27626,27617.772198527895,27603.333333333332,59,61.8,NaN,NaN,27560,NaN,-0.03337038365737677,31.763022987234443,16.574022286203178,38.39095473814294
1579792200,27628,27652,27628,27652,27624.617758822314,27604,41,63.4,NaN,NaN,27561.42,NaN,-0.033541193779076384,31.619558699034986,20.0366139503125,36.32020517606873
1579792500,27652,27662,27634,27643,27628.29420705785,27609,41,64.4,NaN,NaN,27565.0432,NaN,-0.033092162376155976,31.242860886316087,20.939985998442374,34.227377960882336
1579792800,27644,27644,27606,27614,27625.43536564628,27609.222222222223,25,64.75,NaN,NaN,27570.860608,NaN,-0.03232598092104966,31.260983870392486,19.347377101174104,37.22830177269424
1579793100,27624,27628,27608,27610,27622.348292517025,27611.666666666668,171,72,NaN,NaN,27576.32897152,NaN,-0.031248367178799974,31.278200705265068,18.565113447843718,35.72306686670657
1579793400,27620,27645,27614,27641,27626.07863401362,27618.444444444445,44,73.7,NaN,NaN,27581.4692332288,NaN,-0.029480833130434148,30.883456634007796,20.64509471826833,33.246811128577846
1579793700,27641,27655,27632,27643,27629.462907210895,27625.444444444445,76,75.05,NaN,NaN,27586.301079235072,NaN,-0.02713694342315165,30.278689687579295,21.68983605611608,31.725588985862913
1579794000,27642,27668,27641,27641,27631.770325768717,27629.777777777777,88,79,NaN,NaN,27590.843014480968,NaN,-0.024249778231942853,29.4161409742015,23.105731554301567,30.027819359965495
1579794300,27636,27636,27618,27622,27629.816260614974,27632.444444444445,252,90.1,NaN,NaN,27597.01557332249,NaN,-0.020858658443819178,28.95691759720902,22.04775996661476,33.23172480098857
1579794600,27622,27638,27620,27620,27627.85300849198,27631.777777777777,35,90.45,NaN,NaN,27602.69432745669,NaN,-0.016791630344536457,28.475420090903174,21.650221376209473,32.02377772243961
1579794900,27616,27626,27614,27616,27625.482406793584,27627.777777777777,73,92.15,NaN,NaN,27607.918781260156,NaN,-0.012149524748068519,28.111621098882456,21.111699492603783,32.47091352363118
1579795200,27618,27620,27600,27603,27620.985925434867,27623.333333333332,32,88.75,NaN,NaN,27668,NaN,-0.007261753342752697,27.978513116070292,20.228946059161817,34.040134890795926
1579795500,27600,27600,27575,27584,27613.588740347892,27620,48,85.35,NaN,NaN,27666.64,NaN,-0.0023950624682678168,28.195170994084172,19.054792562942833,37.246767110164974
1579795800,27584,27584,27564,27578,27606.470992278315,27616.444444444445,11,73.55,NaN,NaN,27662.9744,NaN,0.002319037270844815,28.539382796390537,18.257986095780492,37.98914678881707
1579796100,27588,27588,27570,27574,27599.97679382265,27609,10,62.15,NaN,NaN,27657.035936,NaN,0.006677766235359539,28.762303577605007,18.409047739946274,36.541527930773654
1579796400,27577,27590,27571,27571,27594.18143505812,27601,28,60.75,NaN,NaN,27651.45377984,NaN,0.01048503183607108,28.920577236045666,18.088849099611352,35.05720147736775
1579796700,27568,27568,27540,27549,27585.145148046497,27590.777777777777,34,59.3,NaN,NaN,27646.2065530496,NaN,0.013611753897600498,29.46587706475758,16.90920651878002,39.29236812803613
1579797000,27544,27558,27544,27554,27578.9161184372,27583.222222222223,10,57.15,NaN,NaN,27637.71002880563,NaN,0.016227006244357023,29.983911902033903,16.40075893642812,38.11087510189133
1579797300,27556,27560,27553,27558,27574.73289474976,27576.333333333332,27,57.05,NaN,NaN,27629.893226501183,NaN,0.018501356409445502,30.418529582882996,16.590370375767108,37.517131446098006
1579797600,27556,27559,27550,27551,27569.986315799808,27569.11111111111,18,56.15,NaN,NaN,27622.70176838109,NaN,0.02027666379304849,30.87073387521222,16.247787882473887,37.43073819769893
1579797900,27547,27554,27535,27535,27562.989052639845,27561.555555555555,25,54.45,NaN,NaN,27616.0856269106,NaN,0.02131282005930879,31.49169354554192,15.53492542540871,39.252256748049426
1579798200,27533,27550,27525,27550,27560.391242111877,27557.777777777777,26,53.7,NaN,NaN,27607.97706421954,NaN,0.021607064166680456,32.20206238718879,14.644980554640895,39.29509250383852
1579798500,27550,27562,27538,27548,27557.9129936895,27554.444444444445,20,52.65,NaN,NaN,27598.019816513195,NaN,0.021280532211867542,32.505902587969594,16.57967434075318,37.144790439675376
1579798800,27553,27560,27540,27556,27557.530394951602,27552.444444444445,16,52.2,NaN,NaN,27589.25743853161,NaN,0.02049302918594398,32.794550778711354,15.820274803650483,35.44344600516311
1579799100,27566,27581,27566,27577,27561.42431596128,27553.11111111111,12,44.25,NaN,NaN,27581.54654590782,NaN,0.019414424271737563,32.44736022281595,19.695711752382792,33.42878783745665
1579799400,27580,27595,27576,27590,27567.139452769025,27557.666666666668,38,43.95,NaN,NaN,27525,NaN,0.01823165775041824,31.744194638117353,22.04395870552649,31.974792061147046
1579799700,27598,27600,27591,27591,27571.91156221522,27561.777777777777,20,41.15,NaN,NaN,27526.4,NaN,0.01695294595144281,30.947043480999348,22.701767740675557,31.222421334073005
1579800000,27591,27610,27591,27610,27579.529249772175,27567.555555555555,29,38.2,NaN,NaN,27529.344,NaN,0.01573496122077578,29.935479151304612,24.04696652060964,29.81912604446587
1579800300,27609,27611,27608,27611,27585.82339981774,27574.222222222223,9,26.05,NaN,NaN,27534.183360000003,NaN,0.014503231689715346,28.949020848074166,24.115822269071796,29.59802577094815
1579800600,27610,27611,27589,27589,27586.458719854192,27580.222222222223,17,25.15,NaN,NaN,27540.328691200004,NaN,0.013353643621075717,28.390240168327047,22.810246251909955,32.67118740576453
1579800900,27587,27587,27563,27563,27581.766975883354,27581.666666666668,9,21.95,NaN,NaN,27545.982395904004,NaN,0.012180275978989075,28.30444510260643,21.37094756310132,36.919553276773534
1579801200,27566,27575,27564,27565,27578.413580706685,27583.555555555555,15,21.1,NaN,NaN,27551.183804231685,NaN,0.011012309120379538,28.222939790171843,20.735301156628466,35.82143718717706
1579801500,27564,27596,27564,27596,27581.930864565347,27588,17,19.55,NaN,NaN,27555.96909989315,NaN,0.010295425506672284,27.5861096715472,24.194364678824794,33.0611462990793
1579801800,27596,27600,27583,27584,27582.344691652277,27588.777777777777,12,19.6,NaN,NaN,27560.3715719017,NaN,0.01025398889012541,26.880646019861462,24.166894856298722,31.695359636503966
1579802100,27575,27575,27564,27566,27579.07575332182,27586.11111111111,7,19.45,NaN,NaN,27611,NaN,0.010523346812708612,26.556713504844556,22.990711986732816,34.776344347295975
1579802400,27570,27570,27570,27570,27577.260602657458,27583.777777777777,1,18.1,NaN,NaN,27610.06,NaN,0.01129562284024499,26.24897761557849,22.75753504186928,34.42363488213873
1579802700,27572,27572,27567,27568,27575.408482125968,27579.11111111111,6,16.7,NaN,NaN,27609.1388,NaN,0.012545879390902792,26.01158903621037,22.45783453850258,34.76045736691184
1579803000,27568,27569,27568,27569,27574.126785700773,27574.444444444445,16,17,NaN,NaN,27608.236024,NaN,0.014198135643037624,25.786069885810655,22.395742758069225,34.66435109794415
1579803300,27565,27565,27565,27565,27572.30142856062,27571.777777777777,3,15.8,NaN,NaN,27607.35130352,NaN,0.015950292633810648,25.630978688850046,22.138026671653822,35.128508312570055
1579803600,27573,27633,27573,27633,27584.441142848496,27579.555555555555,40,16.9,NaN,NaN,27564,NaN,0.01833671469807341,24.837599743254117,35.43362223921009,29.130016116053437
1579803900,27629,27647,27610,27610,27589.552914278796,27584.555555555555,29,17.1,NaN,NaN,27565,NaN,0.02072964891030371,24.328478831265873,35.64781295633067,26.534833285864345
1579804200,27614,27633,27614,27633,27598.242331423036,27588.666666666668,6,16.1,NaN,NaN,27568.28,NaN,0.022951381468712673,23.84481396487704,33.684199618447884,25.073196561545586
1579804500,27632,27639,27629,27637,27605.99386513843,27594.555555555555,12,15.7,NaN,NaN,27571.428799999998,NaN,0.024971069190166117,23.492427274388113,34.33130561001242,24.45664621964432
1579804800,27643,27662,27643,27662,27617.195092110742,27605.222222222223,17,15.75,NaN,NaN,27574.451648,NaN,0.027123639727383297,23.540211551204596,37.8362714821455,22.97022952071576
1579805100,27666,27678,27664,27672,27628.156073688595,27616.555555555555,11,15.7,NaN,NaN,27579.704549119997,NaN,0.02939104436905593,23.823928552099073,40.281443107928624,22.066709818778182
1579805400,27671,27680,27666,27668,27636.124858950876,27627.666666666668,65,17.05,NaN,NaN,27587.568185190397,NaN,0.031349186772262616,24.122597644219745,39.372570568353495,21.295205133134516
1579805700,27666,27669,27658,27662,27641.2998871607,27638,19,17,NaN,NaN,27596.811366671358,NaN,0.032849591589327876,24.18890425081269,38.26605947971354,22.74063153743275
1579828200,27697,27697,27697,27697,27652.43990972856,27652.666666666668,100,20.55,NaN,NaN,27605.130230004223,NaN,0.03415056783230286,24.661443421459367,41.856398437603346,20.784272412988834
1579828500,27697,27837,27697,27832,27688.35192778285,27674.777777777777,1291,84.65,NaN,NaN,27616.154602403716,NaN,0.036446952420606804,26.32605127825328,57.317287292141785,15.257553787641534
1579828800,27840,27843,27790,27803,27711.28154222628,27696.222222222223,708,119.2,NaN,NaN,27647.072958067194,NaN,0.0392048696438374,27.94161291667889,52.91030797288081,13.795710465109007
1579829100,27801,27853,27788,27853,27739.625233781022,27720.666666666668,229,130.2,NaN,NaN,27678.421284776443,NaN,0.042591166635010946,29.53375723483208,48.77971379976952,12.277164708036711
1579829400,27850,27880,27818,27857,27763.10018702482,27745.11111111111,1405,199.7,NaN,NaN,27709.845453516682,NaN,0.04640193585534802,31.193216603654275,48.259089744800725,11.055335593415009
1579829700,27859,27859,27757,27773,27765.080149619855,27757.444444444445,1263,262,NaN,NaN,27743.876362813346,NaN,0.049824897669631385,31.56521186880907,41.164600017972894,18.221785359198012
1579830000,27770,27798,27739,27739,27759.864119695885,27764.88888888889,576,290.2,NaN,NaN,27880,NaN,0.05252188584945028,31.61387684106048,37.78268214155414,19.231210299245504
1579830300,27743,27770,27713,27725,27752.891295756708,27771.222222222223,578,318.75,NaN,NaN,27877.18,NaN,0.05434113126372986,31.244898606807226,34.86939799352164,21.265493226768186
1579830600,27725,27803,27722,27802,27762.713036605368,27786.777777777777,672,352.3,NaN,NaN,27870.6128,NaN,0.05588205336365615,31.186988276638466,35.476563539113776,19.066392381662183
1579830900,27802,27821,27781,27785,27767.170429284295,27796.555555555555,883,396.15,NaN,NaN,27864.308288,NaN,0.057030386428643665,31.280422924485983,35.962383082229884,18.09375754824097
1579831200,27785,27791,27742,27775,27768.736343427438,27790.222222222223,516,421.15,NaN,NaN,27858.25595648,NaN,0.057527885338433116,30.781734502217,33.74278327420214,21.889421602099926
1579831500,27776,27793,27764,27790,27772.98907474195,27788.777777777777,197,430.85,NaN,NaN,27852.4457182208,NaN,0.05735599288888227,30.326646578760528,32.7487476104413,21.078921786101272
1579831800,27790,27808,27770,27795,27777.39125979356,27782.333333333332,242,440.95,NaN,NaN,27846.86788949197,NaN,0.05655146525085031,30.035683045566106,33.075513311175875,20.05469374385063
1579832100,27799,27835,27779,27835,27788.913007834846,27779.88888888889,381,458.55,NaN,NaN,27841.513173912288,NaN,0.05555911325579255,30.00092698601934,34.13662157002237,18.649018264122468
1579832400,27832,27854,27819,27845,27800.130406267876,27787.88888888889,331,474.8,NaN,NaN,27713,NaN,0.05423290568544126,30.1278693245339,35.02480415179711,17.82695975145836
1579832700,27845,27845,27815,27830,27806.1043250143,27798,403,494.35,NaN,NaN,27715.82,NaN,0.052393883320592805,30.182632700388076,33.68508427757493,17.655075831890944
1579833000,27828,27833,27794,27814,27807.68346001144,27807.88888888889,417,514.35,NaN,NaN,27718.583599999998,NaN,0.049819856302428245,29.89320917543744,32.009607618855014,19.455199173342017
1579833300,27813,27840,27813,27832,27812.546768009153,27811.222222222223,473,537.45,NaN,NaN,27721.291928,NaN,0.046506739400363206,29.686047022067243,31.796803835665965,18.774667186996396
1579833600,27832,27843,27817,27840,27818.03741440732,27817.333333333332,177,543.05,NaN,NaN,27723.94608944,NaN,0.042414337564308235,29.51903558784705,31.103105289540945,18.13177355135091
1579833900,27840,27865,27828,27864,27827.229931525857,27827.222222222223,214,552.8,NaN,NaN,27726.5471676512,NaN,0.0377187895264991,29.57519948559031,32.486664049397,17.24709091625706
1579834200,27861,27907,27844,27897,27841.183945220684,27839.11111111111,1775,636.55,NaN,NaN,27732.08528094515,NaN,0.032490524265170184,29.99242323330001,35.23534934776937,15.860115444896072
1579834500,27896,27903,27854,27861,27845.147156176547,27846.444444444445,163,580.15,NaN,NaN,27742.580164088442,NaN,0.0264903822451934,30.38878579362422,33.05878391791804,14.880401049273164
1579834800,27861,27864,27833,27848,27845.717724941238,27847.88888888889,360,562.75,NaN,NaN,27752.445354243137,NaN,0.020028754270637883,30.386487275288307,31.752570782876894,16.96905714710008
1579835100,27849,27887,27841,27885,27853.57417995299,27852.333333333332,246,563.6,NaN,NaN,27761.718632988548,NaN,0.01387301638412164,30.59175370442847,32.81327163652393,15.982666506131086
1579835400,27883,27898,27873,27894,27861.65934396239,27859.444444444445,289,507.8,NaN,NaN,27770.435515009234,NaN,0.008275454579386166,30.88211391385621,33.173307372549374,15.46827740931779
1579835700,27895,27899,27858,27869,27863.127475169913,27865.555555555555,557,472.5,NaN,NaN,27778.62938410868,NaN,0.002850270665017973,30.88438910753688,31.427209510751158,16.57978861819348
1579836000,27867,27876,27852,27873,27865.10198013593,27870.11111111111,199,453.65,NaN,NaN,27786.33162106216,NaN,-0.002235662590223675,30.77782126066802,30.439958375745235,16.844300274592193
1579836300,27874,27894,27864,27894,27870.88158410874,27876.11111111111,226,436.05,NaN,NaN,27793.57172379843,NaN,-0.006674154592877235,30.85411433612641,31.613296521125932,16.175692960175937
1579836600,27892,27900,27880,27892,27875.105267286992,27879.222222222223,414,423.15,NaN,NaN,27800.377420370525,NaN,-0.010524489697865125,30.984763310485636,31.569575970246422,15.737329523686796
1579836900,27892,27910,27875,27906,27881.284213829593,27880.222222222223,973,427.65,NaN,NaN,27806.774775148293,NaN,-0.013602663981960306,31.206244001104807,31.427021084564586,14.98905636938122
1579837200,27911,27929,27902,27905,27886.027371063676,27885.11111111111,1048,454.25,NaN,NaN,27815.03279313643,NaN,-0.01592499087669952,31.595226573470125,32.874732460063925,14.431841137206439
1579837500,27904,27906,27871,27872,27883.22189685094,27887.777777777777,394,464.1,NaN,NaN,27826.429513822786,NaN,-0.017717804076567423,31.362007929377892,31.287640210585653,18.011075272094395
1579837800,27872,27891,27872,27883,27883.17751748075,27887.555555555555,208,462.4,NaN,NaN,27836.686562440507,NaN,-0.019428479391054854,31.14045021749027,30.447684916577085,17.527545740184728
1579838100,27884,27894,27876,27876,27881.7420139846,27885.555555555555,604,473.55,NaN,NaN,27845.917906196457,NaN,-0.020818101090594454,30.963636572037178,30.088361096006405,17.070535627696742
1579838400,27878,27878,27860,27860,27877.39361118768,27884.555555555555,205,467.25,NaN,NaN,27854.22611557681,NaN,-0.02208839476833202,30.48183360197598,29.284611869501205,18.98901652130122
1579838700,27867,27877,27863,27872,27876.314888950143,27884.444444444445,1196,506.9,NaN,NaN,27860,NaN,-0.023032844616430737,30.024120780417842,28.527026885642016,18.49777580283453
1579839000,27868,27885,27867,27885,27878.051911160113,27883.444444444445,577,514.9,NaN,NaN,27860,NaN,-0.023685759596290823,29.693645010195763,28.973113847891685,17.979374084353584
1579839300,27884,27884,27867,27867,27875.84152892809,27880.666666666668,482,515.35,NaN,NaN,27863,NaN,-0.024226820748364797,29.37969302848479,28.142895932978295,17.464179254342376
1579839600,27867,27878,27863,27878,27876.27322314247,27877.555555555555,429,527.95,NaN,NaN,27929,NaN,-0.024427882554903246,28.992061027995284,27.452847655130384,17.68981916737458
1579839900,27875,27889,27867,27882,27877.418578513978,27875,698,552.15,NaN,NaN,27927.68,NaN,-0.024100641540612533,28.781499078863998,28.275229848836066,17.04460277505121
1580260200,26985,26985,26985,26985,27698.934862811184,27776.444444444445,477,487.25,NaN,NaN,27926.3864,NaN,-0.0307177670081632,30.923291988385312,11.02171885720122,66.64348633016387
1580260500,26980,27142,26959,27086,27576.347890248948,27687.88888888889,6181,788.15,NaN,NaN,27889,NaN,-0.04310537074633192,31.872950217518273,19.684536523758332,58.92226793160651
1580260800,27084,27115,27049,27108,27482.678312199158,27602.555555555555,1888,864.55,NaN,NaN,27833.2,NaN,-0.05960907022194761,32.77512553519459,18.855204169630323,56.439804444833456
1580261100,27109,27116,27087,27103,27406.742649759326,27518.444444444445,2294,966.95,NaN,NaN,27780.748,NaN,-0.07963299564804849,33.6255086232027,18.560715592438815,55.36101200962955
1580261400,27103,27185,27096,27120,27349.39411980746,27434.88888888889,4489,1176.95,NaN,NaN,27731.44312,NaN,-0.10203954824208217,33.97787306191097,21.990061205470468,52.14140038646686
1580261700,27121,27210,27114,27196,27318.71529584597,27358.333333333332,2861,1292.15,NaN,NaN,27685.0965328,NaN,-0.12455192369690726,34.153161994442755,22.24102659381261,48.911646916633856
1580262000,27193,27237,27151,27227,27300.372236676776,27287.222222222223,1796,1372,NaN,NaN,27641.530740831997,NaN,-0.1459365674765878,34.14696983277525,22.746225482409432,46.212363561216975
1580262300,27227,27277,27226,27227,27285.697789341422,27214.88888888889,1557,1438.55,NaN,NaN,27600.578896382078,NaN,-0.16548513531902398,33.888411281583984,24.60067211950146,44.67338294048409
1580262600,27225,27237,27182,27213,27271.15823147314,27140.555555555555,2167,1526.2,NaN,NaN,27562.084162599152,NaN,-0.18345952759561635,33.79133366061923,23.70453330727117,45.960240165280524
1580262900,27212,27222,27143,27147,27246.32658517851,27158.555555555555,1404,1547.75,NaN,NaN,27525.899112843203,NaN,-0.1997224497476013,33.82692546802875,22.46711531775427,46.138083596974845
1580263200,27151,27194,27125,27156,27228.261268142807,27166.333333333332,1755,1583.1,NaN,NaN,27491.88516607261,NaN,-0.21351053171191178,33.91943062972236,21.4382178688009,45.21982803970502
1580263500,27157,27205,27142,27192,27221.009014514246,27175.666666666668,2285,1677.65,NaN,NaN,27459.912056108253,NaN,-0.22416381583455655,33.92999083144178,21.270515136933195,43.31342317329013
1580263800,27192,27201,27166,27174,27211.607211611397,27183.555555555555,1713,1752.9,NaN,NaN,27429.857332741758,NaN,-0.23149830653896197,33.94002302307522,20.758726282721497,42.27126095600776
1580264100,27176,27222,27161,27218,27212.885769289118,27194.444444444445,1301,1787.75,NaN,NaN,27401.605892777254,NaN,-0.23513394362554893,33.79166720892592,21.336530441255317,40.48421104909249
1580264400,27217,27239,27185,27186,27207.508615431296,27193.333333333332,1303,1842.65,NaN,NaN,27375.049539210617,NaN,-0.23517851896617586,33.52194039248942,21.721034990548617,38.9498159336106
1580264700,27186,27198,27141,27193,27204.606892345037,27189.555555555555,1362,1850.95,NaN,NaN,27350.08656685798,NaN,-0.23116099879316282,33.44777036370566,20.843276561393285,40.49524237334278
1580265000,27194,27208,27157,27159,27195.48551387603,27182,1003,1872.25,NaN,NaN,27326.6213728465,NaN,-0.2229549440530864,33.2979525126762,20.79798021289697,39.01051112425513
1580265300,27159,27214,27158,27179,27192.188411100822,27178.222222222223,680,1882.15,NaN,NaN,27304.56409047571,NaN,-0.21026865316981164,33.10648130731993,20.388028570097035,37.4245424969771
1580265600,27177,27197,27170,27180,27189.75072888066,27181.88888888889,1117,1916.55,NaN,NaN,27283.830245047167,NaN,-0.1929370494551435,32.924583662231484,19.975864000805686,36.66796760862246
1580265900,27180,27189,27163,27171,27186.000583104527,27183.555555555555,742,1918.75,NaN,NaN,27264.34043034434,NaN,-0.17103111482677952,32.78579797002268,19.5747411268004,36.472286532775335
1580266200,27170,27205,27159,27198,27188.40046648362,27184.222222222223,1031,1946.45,NaN,NaN,27246.020004523678,NaN,-0.14540681406462802,32.506350775139126,20.122962816267368,35.157513212242606
1580266500,27198,27198,27173,27176,27185.9203731869,27184.444444444445,807,1677.75,NaN,NaN,27228.798804252256,NaN,-0.11711536777869787,32.24087593999975,19.716357412873997,34.44711907334296
1580266800,27175,27194,27171,27187,27186.136298549518,27181,588,1612.75,NaN,NaN,27212.61087599712,NaN,-0.08690865094664098,32.000074693321565,19.337953212783926,33.952886643428606
1580267100,27186,27210,27181,27209,27190.709038839614,27183.555555555555,1050,1550.55,NaN,NaN,26959,NaN,-0.05581683088868579,31.607607534381337,20.2280814327517,33.10949673156034
1580267400,27209,27251,27207,27239,27200.36723107169,27188.666666666668,811,1366.65,NaN,NaN,26964.02,NaN,-0.024494966144105134,30.832419939956488,23.01185570047179,31.84610202245163
1580267700,27239,27282,27239,27258,27211.89378485735,27199.666666666668,1034,1275.3,NaN,NaN,26975.499200000002,NaN,0.006728633727763933,29.811215268284695,24.865694757579938,30.64324661606173
1580268000,27259,27261,27231,27258,27221.11502788588,27208.444444444445,1076,1239.3,NaN,NaN,26993.889248000003,NaN,0.03722601407663843,28.89997970019055,24.194568520169884,30.53591854157131
1580268300,27257,27262,27235,27238,27224.492022308703,27214.88888888889,997,1211.3,NaN,NaN,27011.175893120002,NaN,0.06612687811716482,28.02466850133866,23.68368992362996,29.77459649156006
1580268600,27238,27240,27224,27229,27225.393617846963,27221.333333333332,423,1124.1,NaN,NaN,27027.4253395328,NaN,0.09292635834803113,27.279995201695556,23.320998592101432,30.371464675568582
1580268900,27228,27234,27216,27218,27223.914894277572,27223.555555555555,474,1077.6,NaN,NaN,27042.699819160833,NaN,0.11694032384113766,26.636792349334865,22.905606220383802,30.622131833762552
1580269200,27217,27235,27215,27232,27225.531915422056,27229.777777777777,741,1026.9,NaN,NaN,27057.05783001118,NaN,0.13784602100032523,26.02574963959221,22.438159106561326,29.997209401801538
1580269500,27232,27238,27229,27231,27226.625532337646,27234.666666666668,331,929.2,NaN,NaN,27070.55436021051,NaN,0.15554467578141945,25.410318501861507,22.542471457726865,29.71001074155268
1580269800,27232,27239,27217,27218,27224.900425870117,27235.666666666668,375,862.3,NaN,NaN,27083.24109859788,NaN,0.169487334065398,24.93382150989256,22.00048263636155,30.307129515357207
1580270100,27217,27244,27215,27240,27227.920340696095,27235.777777777777,783,836.4,NaN,NaN,27095.166632682005,NaN,0.17965767402778948,24.418129431700322,21.846839369520925,29.328691757587645
1580273700,27245,27245,27245,27245,27231.336272556877,27234.333333333332,2,771.35,NaN,NaN,27106.376634721084,NaN,0.18597370749191217,23.915128888828704,21.83608143887236,29.157850677876933
