time,open,high,low,close,MA,MA,Volume,Volume MA,ParabolicSAR,SAR,Plot,ADX,+DI,-DI
1174294800,20251,20251,20251,20251,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1483060500,21782,21813,21782,21799,NaN,NaN,125,NaN,20251,NaN,NaN,NaN,NaN,NaN
1483060800,21814,21820,21807,21808,NaN,NaN,236,NaN,20251,NaN,NaN,NaN,NaN,NaN
1483061100,21827,21827,21827,21827,NaN,NaN,20,NaN,20313.76,NaN,NaN,NaN,NaN,NaN
1483061700,21869,21875,21864,21871,NaN,NaN,52,NaN,20404.554399999997,NaN,NaN,NaN,NaN,NaN
1483062000,21907,21907,21907,21907,NaN,NaN,1,NaN,20522.190047999997,NaN,NaN,NaN,NaN,NaN
1483063200,21922,21922,21922,21922,NaN,NaN,1,NaN,20660.671043199996,NaN,NaN,NaN,NaN,NaN
1483064100,21880,21880,21870,21870,NaN,NaN,3,NaN,20812.030518015996,NaN,NaN,NaN,NaN,NaN
1483064400,21880,21880,21880,21880,21681.666666666668,21681.666666666668,1,NaN,20945.226855854075,NaN,NaN,NaN,NaN,NaN
1483064700,21890,21890,21890,21890,21723.333333333336,21863.777777777777,68,NaN,21062.439633151585,NaN,NaN,NaN,NaN,NaN
1483066800,21907,21908,21907,21908,21760.26666666667,21875.88888888889,3,NaN,21165.586877173395,NaN,NaN,NaN,NaN,NaN
1483067100,21899,21899,21899,21899,21788.013333333336,21886,105,NaN,21256.356451912587,NaN,NaN,NaN,NaN,NaN
1483067700,21922,21922,21922,21922,21814.810666666668,21896.555555555555,3,NaN,21336.233677683078,NaN,NaN,NaN,NaN,NaN
1483068600,21925,21925,21925,21925,21836.848533333334,21902.555555555555,1,NaN,21406.525636361108,NaN,NaN,NaN,NaN,NaN
1483069200,21924,21932,21924,21932,21855.878826666667,21905.333333333332,2,NaN,21479.11204727055,NaN,NaN,NaN,NaN,NaN
1483069500,21933,21935,21928,21928,21870.303061333332,21906,4,NaN,21551.574119707264,NaN,NaN,NaN,NaN,NaN
1483074000,21937,21937,21934,21934,21883.042449066666,21913.11111111111,5,NaN,21620.590778159956,NaN,NaN,NaN,NaN,NaN
1483075500,22000,22006,22000,22006,21907.633959253333,21927.11111111111,39,NaN,21683.872622527964,NaN,NaN,NaN,NaN,NaN
1483076100,21994,21997,21975,21975,21921.107167402668,21936.555555555555,256,NaN,21748.298098022373,NaN,NaN,NaN,NaN,NaN
