time,open,high,low,close,Volume
1397202600,13990,13990,13990,13990,1
1397203800,13950,13950,13950,13950,1
1397207700,13940,13940,13940,13940,1
1397208300,13920,13920,13920,13920,1
1397211300,13900,13900,13900,13900,1
1397214300,13860,13860,13860,13860,1
1397215500,13830,13830,13830,13830,1
1397220600,13900,13900,13900,13900,1
1397221500,13850,13850,13850,13850,1
1397227800,13900,13900,13900,13900,1
1397228700,13910,13910,13910,13910,1
1397229600,13930,13930,13930,13930,2
1397229900,13920,13920,13920,13920,5
1397231700,13880,13880,13880,13880,1
1397237700,13840,13840,13840,13840,1
1397433600,13800,13800,13800,13800,1
1397434500,13820,13820,13820,13820,2
1397434800,13820,13820,13820,13820,1
1397435400,13820,13820,13820,13820,1
1397436000,13890,13900,13890,13900,2
1397438700,13900,13900,13890,13890,5
1397439900,13920,13920,13920,13920,1
1397440200,13910,13910,13910,13910,1
1397440800,13890,13890,13890,13890,3
1397443800,13870,13870,13870,13870,1
1397448000,13850,13850,13850,13850,2
1397454900,13890,13890,13840,13840,2
1397467500,13930,13930,13930,13930,1
1397467800,13920,13920,13920,13920,1
1397476500,13980,13980,13980,13980,1
1397478600,14010,14010,14010,14010,1
1397478900,14050,14050,14050,14050,1
1397479200,14040,14040,14040,14040,1
1397481900,14050,14050,14050,14050,1
1397520000,13990,13990,13990,13990,1
1397520600,13950,13950,13950,13950,1
1397521200,13950,13950,13950,13950,1
1397522400,13950,13950,13950,13950,1
1397522700,13940,13940,13940,13940,1
1397523300,13960,13960,13960,13960,1
1397524500,13970,13970,13970,13970,1
1397528100,13940,13940,13940,13940,1
1397532600,13990,14000,13990,14000,2
1397533800,13970,13970,13970,13970,1
1397535000,13940,13940,13940,13940,2
1397539800,13900,13900,13890,13890,2
1397541300,13940,13940,13940,13940,1
1397569200,14010,14010,14010,14010,1
1397570700,14000,14000,14000,14000,1
1397571300,13950,13950,13950,13950,1
1397571600,13940,13940,13940,13940,1
1397571900,13920,13920,13920,13920,1
1397572200,13900,13900,13900,13900,1
1397572500,13950,13950,13950,13950,2
1397572800,13940,13940,13940,13940,1
